0.000000,486.600000,0.000000,486.600000,0.943269,0.880000
5.000000,485.800000,151.145270,636.945270,0.942308,0.848000
10.000000,484.100000,304.430450,788.530450,0.941346,0.848000
15.000000,482.200000,458.901070,941.101070,0.944231,0.852000
20.000000,480.100000,614.348740,1094.448740,0.940385,0.848000
25.000000,478.800000,769.371030,1248.171030,0.940385,0.864000
30.000000,476.200000,925.985480,1402.185480,0.936538,0.872000
35.000000,474.500000,1082.228000,1556.728000,0.938462,0.864000
40.000000,472.900000,1238.430900,1711.330900,0.936538,0.864000
45.000000,469.200000,1397.280100,1866.480100,0.934615,0.872000
50.000000,466.000000,1555.920700,2021.920700,0.932692,0.860000
55.000000,463.100000,1714.543700,2177.643700,0.922115,0.848000
60.000000,459.100000,1874.584700,2333.684700,0.919231,0.848000
65.000000,454.200000,2035.881600,2490.081600,0.915385,0.840000
70.000000,448.900000,2198.049200,2646.949200,0.914423,0.844000
75.000000,445.200000,2358.862700,2804.062700,0.910577,0.836000
80.000000,440.300000,2521.239700,2961.539700,0.896154,0.824000
85.000000,437.900000,2681.241300,3119.141300,0.890385,0.816000
90.000000,435.500000,2841.450800,3276.950800,0.885577,0.816000
95.000000,433.700000,3001.125300,3434.825300,0.885577,0.816000
0.000000,486.600000,0.000000,486.600000,0.943269,0.880000
5.000000,483.700000,41.812961,525.512961,0.942308,0.860000
10.000000,474.400000,97.530900,571.930900,0.929808,0.860000
15.000000,462.000000,160.406680,622.406680,0.918269,0.836000
20.000000,450.900000,226.826010,677.726010,0.901923,0.832000
25.000000,442.300000,293.268210,735.568210,0.895192,0.828000
30.000000,434.500000,360.463610,794.963610,0.883654,0.820000
35.000000,425.200000,430.684900,855.884900,0.875000,0.804000
40.000000,420.400000,497.495680,917.895680,0.866346,0.796000
45.000000,417.900000,562.305800,980.205800,0.865385,0.796000
50.000000,414.900000,627.973290,1042.873290,0.859615,0.784000
55.000000,411.000000,694.929010,1105.929010,0.858654,0.788000
60.000000,408.800000,760.296940,1169.096940,0.852885,0.776000
65.000000,407.100000,825.480520,1232.580520,0.851923,0.776000
70.000000,401.900000,894.418150,1296.318150,0.842308,0.768000
75.000000,401.000000,959.185220,1360.185220,0.843269,0.768000
80.000000,400.200000,1023.969900,1424.169900,0.842308,0.768000
85.000000,399.400000,1088.809500,1488.209500,0.838462,0.764000
90.000000,397.100000,1155.185400,1552.285400,0.838462,0.764000
95.000000,397.000000,1219.556100,1616.556100,0.838462,0.764000
